,DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
14083,3520.75,1.4507,4.7296,5.0713,2.6575,4.5,5.5,4.5287,2.9749,34.4429,30.1069,72.457,30.0793,78.9158,21.4221,93.2134,21.3129,69.9619,32.4989,31.5989,97.2629,97.2821,0.0,0.0,0.0,0.0,40.5999,28.6495,0.0,30.4165,0.0,65.7056,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11347,2836.75,5.6372,5.1651,4.7897,3.5248,4.5,5.4465,4.5541,2.9803,40.7755,28.2571,76.4016,28.2182,87.6493,36.0371,121.7279,36.0371,61.4219,45.626,29.6249,85.2203,85.236,0.0,0.0,0.0,0.0,48.9101,14.6227,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11348,2837.0,5.7675,5.0353,4.7452,3.668,4.5,5.3992,4.3468,2.9801,40.4327,28.202,75.6183,28.1647,89.5309,35.533,119.4726,35.533,58.4881,45.2202,29.5629,85.8872,85.9031,0.0,0.0,0.0,0.0,47.8659,17.1392,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13950,3487.5,4.3614,3.9739,4.2301,4.5958,4.5,5.0653,2.9562,2.9766,36.3641,30.5595,73.1244,30.5342,81.9762,31.3762,116.2089,31.3762,57.5622,33.0631,32.1631,93.6685,93.6867,0.0,0.0,0.0,0.0,38.7894,15.913,0.0,0.0,0.0,87.2571,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13951,3487.75,4.3934,4.1026,4.148,4.6681,4.5,4.9759,2.5792,2.9766,36.3918,30.6589,73.0423,30.6335,82.0568,31.4146,116.2473,31.4146,57.2519,33.1598,32.2598,93.6163,93.6345,0.0,0.0,0.0,0.0,38.8029,15.913,0.0,0.0,0.0,86.8198,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
7054,1763.5,3.8812,5.1517,3.3277,3.4879,4.5,5.3909,0.9877,2.9757,35.3447,29.5091,90.7985,29.5767,85.8042,20.3609,102.0669,20.0762,82.9731,32.4725,31.5725,95.5817,95.6004,0.0,35.469,0.0,0.0,50.5646,20.0134,0.0,25.5248,25.4862,80.8044,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
7055,1763.75,3.8414,5.138,3.4626,3.5241,4.5,5.5,1.3307,2.9757,35.368,29.5008,90.8779,29.5682,85.8288,21.6203,103.3,21.3823,89.9061,32.4655,31.5655,95.5381,95.5568,0.0,35.4185,0.0,0.0,50.5479,20.0134,0.0,23.1749,23.1379,81.1954,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0
6913,1728.25,0.9585,2.1871,4.002,2.4471,4.5,5.2981,1.2704,2.9742,33.6683,26.5927,88.9446,26.6587,85.4307,15.8758,88.0424,15.6141,81.3248,29.5409,28.6409,98.6987,98.7183,0.0,34.8523,0.0,0.0,49.2578,28.4375,0.0,24.3896,24.3518,82.33,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
6914,1728.5,0.9196,2.1824,4.12,2.5431,4.5,5.4343,1.5793,2.9744,33.9021,26.595,89.0198,26.6609,85.5001,26.3552,98.3739,26.3552,55.0268,29.5609,28.6609,98.266,98.2855,0.0,34.8096,0.0,0.0,49.2225,28.4375,0.0,0.0,0.0,85.3964,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
8080,2020.0,1.3665,3.0448,4.982,3.8828,4.5,5.2499,1.2762,2.9759,35.5487,28.9688,76.3966,28.9314,90.2448,29.4975,116.7278,29.4975,58.4438,31.5204,30.6204,95.1999,95.2185,0.0,0.0,0.0,0.0,47.8949,11.9025,0.0,0.0,0.0,86.1008,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
8081,2020.25,1.434,3.1462,4.9339,4.1078,4.5,5.17,1.0833,2.9759,35.5917,29.0628,76.3485,29.0254,90.4274,29.5668,116.7971,29.5668,58.2655,31.6128,30.7128,95.1194,95.138,0.0,0.0,0.0,0.0,47.8462,11.9025,0.0,0.0,0.0,85.9057,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0
11491,2872.75,5.8131,1.6515,5.0968,3.8789,4.5,5.5,3.6606,2.9764,36.1133,28.4426,71.5705,28.4028,86.7128,26.0649,105.0427,25.9496,71.6002,31.1121,30.2121,94.1405,94.1588,0.0,0.0,0.0,0.0,49.4991,22.7054,0.0,31.3131,0.0,102.0016,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11492,2873.0,5.7587,1.7908,4.9908,3.9639,4.5,5.5,3.7657,2.9767,36.5378,28.6886,73.5644,28.6491,87.2043,26.9962,108.1404,26.8826,73.4229,31.3672,30.4672,93.3411,93.3591,0.0,0.0,0.0,0.0,49.3712,20.5186,0.0,31.0509,0.0,103.3762,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
15162,3790.5,4.251,2.2556,3.3025,2.5764,4.5,5.5,2.9794,2.9906,24.9531,21.988,83.7422,22.0572,82.3129,23.9246,100.9235,23.807,68.2772,37.6539,23.7663,114.4223,0.0,0.0,35.2008,0.0,48.4951,0.0,24.5107,0.0,31.6564,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15163,3790.75,4.2017,2.0335,3.3816,2.5042,4.5,5.5,2.9501,2.9906,24.9133,21.7856,83.7339,21.8542,82.2106,23.878,100.8768,23.7603,68.2445,37.6072,23.5615,114.4922,0.0,0.0,35.0881,0.0,48.4409,0.0,24.5107,0.0,31.6524,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
13907,3476.75,3.2269,3.9014,3.2232,2.9762,4.5,5.5,4.2683,2.9765,36.3283,27.6327,69.2324,27.6068,78.4189,23.8834,98.1775,23.7712,70.964,39.5823,28.9409,93.7359,93.754,0.0,0.0,0.0,0.0,39.2394,26.7517,0.0,30.8565,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13908,3477.0,3.2701,3.7973,3.1131,2.8682,4.5,5.5,4.3291,2.9766,36.4205,27.5122,68.1887,27.486,77.9119,23.9834,99.0679,23.8669,68.9295,39.6908,28.822,93.5623,93.5804,0.0,0.0,0.0,0.0,39.5112,26.1209,0.0,31.4848,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
15729,3932.25,2.7461,1.868,3.9071,2.7914,4.5,5.5,2.7634,2.9896,21.2399,26.9462,69.8097,26.9053,83.8157,20.1798,97.2343,20.0663,66.6251,29.4108,28.5108,120.8739,0.0,0.0,0.0,0.0,50.245,0.0,24.4599,0.0,31.0454,0.0,68.005,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15730,3932.5,2.6239,1.9152,3.7962,2.7577,4.5,5.5,2.6658,2.9896,21.1842,26.9696,69.6987,26.9286,83.7955,20.1057,97.1603,19.9922,66.532,29.43,28.53,120.9698,0.0,0.0,0.0,0.0,50.2671,0.0,24.4599,0.0,31.051,0.0,67.1548,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
6927,1731.75,1.2538,2.6595,5.0811,4.3871,4.5,5.2862,0.8913,2.9751,34.6895,28.3404,75.5276,28.3033,89.9541,20.8996,108.1522,20.6322,85.6562,30.86,29.96,96.8042,96.8232,0.0,0.0,0.0,0.0,47.7092,12.1569,0.0,24.6768,24.6356,81.0462,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
6928,1732.0,1.2697,2.7868,5.0181,4.4109,4.5,5.45,1.3342,2.9756,35.2766,30.8639,76.0785,30.8639,69.5179,21.3854,107.9296,21.133,87.9566,33.1352,32.2352,95.7091,95.7278,0.0,0.0,0.0,0.0,0.0,13.4456,0.0,23.9195,23.882,66.7441,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
14058,3514.5,1.598,4.7281,3.2928,3.9847,4.5,5.4577,3.1643,2.9748,34.3591,30.129,70.4695,30.1022,79.879,22.4045,100.6933,22.2886,67.6454,32.5169,31.6169,97.4185,97.4378,0.0,0.0,0.0,0.0,39.9615,23.352,0.0,31.3991,0.0,65.6017,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14059,3514.75,1.5957,4.7961,3.1933,3.9015,4.5,5.4968,3.1509,2.9748,34.364,30.1784,70.3699,30.1515,79.827,22.4044,100.6933,22.2885,67.6502,32.5646,31.6646,97.4095,97.4288,0.0,0.0,0.0,0.0,40.0311,23.352,0.0,31.3976,0.0,65.1845,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
15801,3950.25,1.884,5.0445,4.6887,2.6609,4.5,5.3089,3.8836,2.9752,34.7892,29.3221,91.6534,29.3862,85.5948,28.3658,108.4957,28.3658,56.0849,32.2372,31.3372,96.6186,96.6376,0.0,34.8644,0.0,50.6,0.0,21.5088,0.0,0.0,0.0,74.0445,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15802,3950.5,1.9167,5.0142,4.821,2.7253,4.5,5.2029,3.3871,2.9752,34.7997,29.3012,91.7263,29.3651,85.6363,28.3907,108.5206,28.3907,55.6877,32.217,31.317,96.599,96.618,0.0,34.8094,0.0,50.5685,0.0,21.5088,0.0,0.0,0.0,74.3957,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14940,3735.0,4.1752,0.4579,4.9406,2.7767,4.5,5.5,3.3919,2.9901,23.0029,25.0317,88.5637,25.095,85.3029,22.7326,101.58,22.6242,71.6907,28.0454,27.1454,117.8266,0.0,0.0,34.1524,0.0,48.5208,0.0,22.8256,0.0,30.2886,0.0,95.5145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14941,3735.25,4.0596,0.492,5.0495,2.87,4.5,5.5,3.5326,2.9901,22.9458,25.0544,88.6413,25.1175,85.3764,22.6675,101.5148,22.5594,71.7802,28.0628,27.1628,117.9256,0.0,0.0,34.1194,0.0,48.4934,0.0,22.8256,0.0,30.2412,0.0,94.8594,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
14796,3699.0,0.9243,3.9695,5.0319,2.159,4.5,5.1496,2.67,2.9751,34.679,29.2498,76.0801,29.2101,87.6332,24.2986,110.7135,24.1852,70.7653,31.7378,30.8378,96.8238,96.8429,0.0,0.0,0.0,49.4661,0.0,13.5335,0.0,31.0391,0.0,73.4384,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14797,3699.25,0.9563,4.0331,4.9777,2.3349,4.5,5.2382,2.889,2.9751,34.702,29.3084,76.0259,29.2687,87.7735,24.3393,110.7541,24.2261,70.9175,31.795,30.895,96.7809,96.7999,0.0,0.0,0.0,49.4235,0.0,13.5335,0.0,31.006,0.0,73.2456,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
15128,3782.0,3.6758,5.2643,4.4139,2.7521,4.5,5.1977,3.3689,2.9758,35.4268,29.6141,91.0925,29.6797,84.141,30.1006,112.6336,30.1006,55.2626,32.5904,31.6904,95.4282,95.4469,0.0,35.3601,0.0,51.467,0.0,18.8885,0.0,0.0,0.0,81.6368,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15129,3782.25,3.6888,5.2505,4.5436,2.6972,4.5,5.086,2.857,2.9758,35.4318,29.6029,91.1685,29.6682,84.098,30.1116,112.6446,30.1116,54.8506,32.5795,31.6795,95.4189,95.4375,0.0,35.3098,0.0,51.4825,0.0,18.8885,0.0,0.0,0.0,81.8016,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13895,3473.75,2.4616,5.1484,4.411,3.7687,4.5,5.5,3.0819,2.9772,37.0685,28.8778,73.0104,28.8519,79.621,24.7725,102.1179,24.659,71.2101,40.1825,30.1862,92.3382,92.356,0.0,0.0,0.0,0.0,39.2698,24.2038,0.0,31.0477,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13896,3474.0,2.5363,5.0442,4.3257,3.7193,4.5,5.5,3.2003,2.977,36.8029,28.7827,72.6422,28.7569,79.7404,25.2276,105.8337,25.1137,71.4901,39.941,30.0902,92.8406,92.8585,0.0,0.0,0.0,0.0,39.1178,21.086,0.0,31.0994,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
15019,3754.75,1.8066,5.211,2.9342,2.9324,4.5,5.5,4.078,2.9748,34.3711,29.2989,88.3693,29.3736,85.4972,22.379,99.0928,22.2671,69.6024,32.2197,31.3197,97.3963,97.4156,0.0,36.7185,0.0,50.6428,0.0,24.7554,0.0,30.8139,0.0,69.2311,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15020,3755.0,1.7965,5.1629,3.0533,2.9788,4.5,5.5,4.0817,2.9751,34.6561,29.3415,89.8523,29.4117,85.8034,23.7966,106.3714,23.6855,71.4573,32.2575,31.3575,96.8663,96.8853,0.0,35.9131,0.0,50.5078,0.0,18.9131,0.0,30.6826,0.0,71.1787,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
15703,3925.75,4.4901,1.7851,4.1307,3.6007,4.5,5.331,3.1062,2.991,26.2888,25.7102,89.4636,25.8111,67.0613,25.2308,103.0078,25.1128,69.3992,38.7653,27.0919,112.0699,0.0,0.0,34.0193,0.0,0.0,0.0,23.8203,0.0,31.7094,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15704,3926.0,4.4819,1.6949,4.2527,3.3457,4.5,5.3994,3.2161,2.9909,26.1282,25.5925,88.565,25.6959,60.8525,25.4307,104.4759,25.3146,70.554,38.6574,26.979,112.3537,0.0,0.0,34.4863,0.0,0.0,0.0,22.6415,0.0,31.4333,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14096,3524.0,1.6558,5.2315,3.786,2.9664,4.5,5.164,2.7498,2.9749,34.4648,29.9186,70.0916,29.8501,97.2671,21.4475,93.9309,21.3314,66.5624,32.5027,31.6026,97.2223,97.2414,0.0,0.0,0.0,44.3652,22.0168,28.1419,0.0,31.4357,0.0,66.6873,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14789,3697.25,0.6398,3.1682,4.9143,3.8175,4.5,5.3189,3.9273,2.9748,34.3846,29.0706,92.1642,29.1736,64.2991,27.1422,104.8935,27.1422,57.6185,31.5686,30.6686,97.3712,97.3904,0.0,34.4143,0.0,0.0,0.0,23.7832,0.0,0.0,0.0,72.6776,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11192,2798.0,4.6463,1.0494,4.0828,3.4609,4.5,5.4811,2.8003,2.979,39.1372,24.9836,88.9938,25.0836,61.527,27.933,108.3325,27.8086,68.8473,43.061,26.3636,88.3914,88.408,0.0,33.8641,0.0,0.0,0.0,21.3055,0.0,32.6256,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11193,2798.25,4.7366,0.9596,4.2018,3.0577,4.5,5.5,2.9061,2.979,39.2016,24.8982,89.0355,24.9978,61.1237,28.1908,108.5873,28.0714,71.6709,43.1637,26.2775,88.2674,88.284,0.0,33.787,0.0,0.0,0.0,21.3055,0.0,31.9062,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
11542,2885.5,5.4953,5.5629,4.8522,3.0207,4.5,5.1223,3.2615,2.9802,40.651,28.6277,75.7009,28.5883,87.3075,35.9662,122.353,35.9662,60.1688,45.4634,29.998,85.4627,85.4785,0.0,0.0,0.0,0.0,49.2854,13.4711,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
11543,2885.75,5.6256,5.4321,4.795,3.1627,4.5,5.0623,3.0515,2.9803,40.7177,28.5041,75.6436,28.4648,87.3711,36.0815,122.4684,36.0815,59.9879,45.569,29.8737,85.3328,85.3486,0.0,0.0,0.0,0.0,49.1872,13.4711,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
9311,2327.75,4.395,4.7647,3.8074,2.7493,4.5,5.2965,2.5544,2.9761,35.8041,29.1381,89.3487,29.2085,84.5516,24.2553,99.2171,24.1342,66.8842,32.1656,31.2656,94.7212,94.7396,0.0,36.0826,0.0,0.0,51.0065,26.2223,0.0,32.1474,0.0,88.7749,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9312,2328.0,4.3649,4.7691,3.9281,2.7429,4.5,5.3183,2.4894,2.9762,35.9061,29.1826,90.6047,29.2509,86.9053,25.9745,108.6674,25.8548,69.2822,32.191,31.291,94.5297,94.5481,0.0,35.3926,0.0,0.0,49.8385,18.7794,0.0,31.9553,0.0,89.5515,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
14048,3512.0,1.5799,3.9585,4.1149,4.6113,4.5,4.9833,2.7825,2.9751,34.6878,29.7124,74.4457,29.6864,80.2704,28.1858,108.8251,28.1858,57.1427,32.1367,31.2367,96.8074,96.8264,0.0,0.0,0.0,0.0,39.4003,20.9846,0.0,0.0,0.0,73.2073,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14049,3512.25,1.6072,4.0464,4.0503,4.5258,4.5,4.9341,2.5275,2.9749,34.4909,29.6779,74.3811,29.6518,80.1969,23.0237,103.7281,22.9083,68.5319,32.0883,31.1883,97.1737,97.1929,0.0,0.0,0.0,0.0,39.4276,20.9846,0.0,31.321,0.0,70.59,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
9320,2330.0,4.318,4.8945,5.0082,3.7638,4.5,5.5,4.2082,2.9765,36.3008,29.378,93.1691,29.4396,88.5467,27.3413,113.1341,27.2333,76.4731,32.3645,31.4645,93.7877,93.8059,0.0,33.9965,0.0,0.0,49.0814,14.5579,0.0,30.2353,0.0,90.9319,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9321,2330.25,4.3231,4.9154,5.1496,3.9251,4.5,5.5,4.4883,2.9765,36.3056,29.4,93.2621,29.4614,88.666,27.3578,113.1504,27.2501,76.6781,32.3846,31.4846,93.7788,93.797,0.0,33.9537,0.0,0.0,49.03,14.5579,0.0,30.1774,0.0,90.8304,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0
15856,3964.0,3.9276,1.4532,5.0932,3.2972,4.5,4.9528,2.5545,2.9763,36.0746,28.2014,76.6669,28.1642,89.8054,27.3416,115.0281,27.2244,71.9311,30.8409,29.9409,94.2132,94.2315,0.0,0.0,0.0,47.7403,0.0,11.0904,0.0,31.588,0.0,99.4513,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15857,3964.25,3.9343,1.6003,5.048,3.4789,4.5,5.0532,2.8215,2.9766,36.383,31.1095,76.6217,31.1095,69.0167,27.5364,115.2229,27.4193,72.1416,33.4652,32.5652,93.6329,93.6511,0.0,0.0,0.0,0.0,0.0,11.0904,0.0,31.5835,0.0,82.0389,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0
15939,3984.75,3.8604,0.8968,4.1821,2.2728,4.5,5.5,2.6885,2.9908,25.8438,21.1877,88.3265,21.2412,84.3161,25.5523,107.1848,25.4379,71.5582,38.2128,22.8977,112.8556,0.0,0.0,31.9031,0.0,46.9383,0.0,19.9883,0.0,31.1751,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15940,3985.0,3.8608,0.6875,4.2981,2.3793,4.5,5.5,2.8336,2.991,26.3142,21.1012,89.2162,21.1521,85.0444,26.8039,111.8386,26.694,75.056,38.5716,22.7968,112.025,0.0,0.0,31.2622,0.0,46.4713,0.0,15.7108,0.0,30.5039,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
13908,3477.0,3.2701,3.7973,3.1131,2.8682,4.5,5.5,4.3291,2.9766,36.4205,27.5122,68.1887,27.486,77.9119,23.9834,99.0679,23.8669,68.9295,39.6908,28.822,93.5623,93.5804,0.0,0.0,0.0,0.0,39.5112,26.1209,0.0,31.4848,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
13909,3477.25,3.3151,3.6888,3.0039,2.7129,4.5,5.5,4.2647,2.9767,36.4449,24.5067,85.6024,24.5918,77.0109,24.0199,99.1045,23.9032,68.8843,39.7297,26.1858,93.5163,93.5344,0.0,35.58,0.0,0.0,38.0746,26.1209,0.0,31.5085,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
15696,3924.0,4.4365,3.2824,3.3161,3.2105,4.5,5.127,3.0528,2.9788,38.8866,23.2416,88.0708,23.3007,83.7011,32.6077,108.0647,32.6077,58.6285,43.0374,24.9895,88.8726,88.8894,0.0,33.3635,0.0,48.4171,0.0,25.7622,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15697,3924.25,4.51,3.0655,3.4346,3.2046,4.5,5.0477,2.7369,2.991,26.5362,23.0472,88.0702,23.1058,83.6476,30.4572,105.9143,30.4572,58.365,39.0583,24.7925,111.6322,0.0,0.0,33.2439,0.0,48.3407,0.0,25.7622,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
15616,3904.0,3.5837,0.8331,5.0742,1.8328,4.5,5.5,3.743,2.9777,37.6398,21.0555,88.0244,21.1089,83.2689,26.6389,108.6459,26.5208,70.7371,41.1474,22.7724,91.2544,91.2719,0.0,32.0131,0.0,47.4523,0.0,19.5724,0.0,31.7295,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
15617,3904.25,3.6576,0.6222,5.1807,1.9038,4.5,5.5,3.7981,2.9777,37.6792,20.8694,88.0218,20.9223,83.267,26.7063,108.7132,26.5881,70.795,41.2101,22.5835,91.1796,91.197,0.0,31.8943,0.0,47.3493,0.0,19.5724,0.0,31.7322,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
14057,3514.25,1.6008,4.6587,3.3924,4.0685,4.5,5.4182,3.1782,2.9748,34.3544,30.0789,70.5691,30.0522,79.9314,22.4049,100.6937,22.289,67.6409,32.4685,31.5685,97.4273,97.4465,0.0,0.0,0.0,0.0,39.891,23.352,0.0,31.4005,0.0,66.0262,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14058,3514.5,1.598,4.7281,3.2928,3.9847,4.5,5.4577,3.1643,2.9748,34.3591,30.129,70.4695,30.1022,79.879,22.4045,100.6933,22.2886,67.6454,32.5169,31.6169,97.4185,97.4378,0.0,0.0,0.0,0.0,39.9615,23.352,0.0,31.3991,0.0,65.6017,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14832,3708.0,3.5062,2.1082,3.9163,2.573,4.5,5.5,4.3521,2.9773,37.2427,22.0904,87.6037,22.1469,82.1033,25.1945,100.7401,25.0858,74.0198,40.6449,23.8342,92.0084,92.026,0.0,32.9387,0.0,48.6558,0.0,25.7399,0.0,30.3293,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
14833,3708.25,3.5691,1.8916,4.0274,2.463,4.5,5.5,4.5435,2.9774,37.2771,21.8922,87.5993,21.9481,81.9734,25.26,100.8054,25.1515,74.1782,40.6998,23.6337,91.943,91.9607,0.0,32.8172,0.0,48.6189,0.0,25.7399,0.0,30.3008,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
9439,2359.75,6.2099,4.5048,4.3722,4.2157,4.5,5.5,4.4175,2.9794,39.6601,29.5048,73.3284,29.5048,66.5138,30.0006,113.18,29.885,75.3679,44.0786,30.6948,87.3838,87.4001,0.0,0.0,0.0,0.0,0.0,18.1893,0.0,31.3622,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
9440,2360.0,6.2922,4.5048,4.2907,3.9233,4.5,5.5,4.634,2.9799,40.2599,29.5049,71.9181,29.5049,60.3907,29.6406,108.4957,29.5253,75.1994,44.725,30.6948,86.2227,86.2387,0.0,0.0,0.0,0.0,0.0,22.8221,0.0,31.3063,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
15004,3751.0,1.8124,4.4808,4.2452,2.3172,4.5,5.1276,3.0158,2.9754,35.0113,29.7598,75.0025,29.7192,87.0449,23.4748,103.8071,23.3607,69.6184,32.2551,31.3551,96.2044,96.2233,0.0,0.0,0.0,50.0332,0.0,21.3683,0.0,31.1345,0.0,74.0751,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
