,DATETIME,PRESSURE_T1,PRESSURE_T2,PRESSURE_T3,PRESSURE_T4,PRESSURE_T5,PRESSURE_T6,PRESSURE_T7,PRESSURE_J280,PRESSURE_J269,PRESSURE_J300,PRESSURE_J256,PRESSURE_J289,PRESSURE_J415,PRESSURE_J302,PRESSURE_J306,PRESSURE_J307,PRESSURE_J317,PRESSURE_J14,PRESSURE_J422,FLOW_PU1,FLOW_PU2,FLOW_PU3,FLOW_PU4,FLOW_PU5,FLOW_PU6,FLOW_PU7,FLOW_PU8,FLOW_PU9,FLOW_PU10,FLOW_PU11,FLOW_V2,STATUS_PU1,STATUS_PU2,STATUS_PU3,STATUS_PU4,STATUS_PU5,STATUS_PU6,STATUS_PU7,STATUS_PU8,STATUS_PU9,STATUS_PU10,STATUS_PU11,STATUS_V2,ATT_FLAG
4810,1202.5,0.8453,2.4355,5.0331,3.0021,4.5,5.4999,4.2304,2.9746,34.1481,26.888,92.1053,26.9456,87.0025,23.5777,107.7911,23.4753,75.4476,29.8142,28.9142,97.8101,97.8295,0.0,33.1233,0.0,0.0,48.5763,16.8522,0.0,29.3771,0.0,84.4483,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
4811,1202.75,0.8552,2.4428,5.1684,3.1472,4.5,5.4999,4.4927,2.9746,34.154,26.8972,92.1897,26.9546,87.1069,23.5981,107.8112,23.496,75.6407,29.8222,28.9222,97.7993,97.8186,0.0,33.0766,0.0,0.0,48.5251,16.8522,0.0,29.3217,0.0,84.4607,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9926,2481.5,2.3374,5.3872,3.3778,3.1453,4.5,5.1754,3.256,2.9777,37.6902,28.4045,70.1389,28.3641,85.8312,30.9367,109.3494,30.9367,54.7967,41.208,29.7793,91.1587,91.1761,0.0,0.0,0.0,0.0,49.9347,23.1765,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9927,2481.75,2.445,5.2547,3.2744,3.2144,4.5,5.0602,2.7283,2.9778,37.7462,28.2774,70.0355,28.2371,85.847,31.0342,109.4469,31.0342,54.3719,41.2972,29.6516,91.0521,91.0695,0.0,0.0,0.0,0.0,49.8614,23.1765,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
8500,2125.0,1.0017,3.6767,4.0303,3.6029,4.5,5.5,3.6472,2.9745,33.9963,27.987,88.9832,28.0577,87.0536,23.7836,110.4141,23.6652,67.7094,30.9044,30.0044,98.0915,98.1109,0.0,35.6369,0.0,0.0,49.1401,13.1602,0.0,31.7789,0.0,75.0203,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8501,2125.25,1.0061,3.6508,4.1473,3.7188,4.5,5.5,3.5439,2.9745,33.996,27.9671,89.0504,28.0376,87.1302,23.7823,110.4128,23.6636,67.625,30.8843,29.9843,98.0922,98.1116,0.0,35.5872,0.0,0.0,49.0892,13.1602,0.0,31.8027,0.0,75.2039,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
8574,2143.5,2.9919,4.0628,4.0372,3.9144,4.5,5.4721,3.7891,2.9771,36.9881,27.2342,74.5591,27.1969,88.6824,26.5711,111.7524,26.4513,69.8218,40.3129,28.5946,92.4905,92.5083,0.0,0.0,0.0,0.0,47.8004,15.5043,0.0,31.9715,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8575,2143.75,3.0624,3.936,3.9752,4.0962,4.5,5.5,3.9273,2.9772,37.045,27.1155,74.4971,27.0784,88.7702,26.8445,112.0221,26.7311,73.3241,40.4035,28.4751,92.3829,92.4007,0.0,0.0,0.0,0.0,47.6866,15.5043,0.0,31.0352,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12973,3243.25,3.5881,1.1654,5.2694,4.4295,4.5,5.5,4.5702,2.9761,35.8285,27.8705,76.1502,27.8328,88.7896,27.0162,113.999,26.9097,76.9156,30.5105,29.6105,94.6755,94.6939,0.0,0.0,0.0,0.0,48.0898,12.5009,0.0,29.9982,0.0,99.2044,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12974,3243.5,3.6015,1.3182,5.2127,4.514,4.5,5.4876,4.7404,2.9767,36.459,31.0305,76.0935,31.0305,68.3559,31.3251,118.2477,31.3251,60.4264,33.3981,32.4981,93.4897,93.5078,0.0,0.0,0.0,0.0,0.0,12.5009,0.0,0.0,0.0,84.0145,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
18318,4579.5,2.7074,2.1174,4.237,3.2214,4.5,5.5,3.165,2.9899,22.1939,27.3653,70.8575,27.3254,85.4028,21.0212,96.3135,20.9126,69.8694,29.8503,28.9503,119.2283,0.0,0.0,0.0,0.0,0.0,49.6199,25.948,0.0,30.3223,0.0,72.6989,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
18319,4579.75,2.6044,2.1786,4.1323,3.2752,4.5,5.5,3.2379,2.9898,22.1462,27.3989,70.7528,27.359,85.4512,20.967,96.2591,20.8586,69.9131,29.8795,28.9795,119.3109,0.0,0.0,0.0,0.0,0.0,49.6123,25.948,0.0,30.2923,0.0,71.877,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9155,2288.75,2.9286,4.5112,3.5599,3.6728,4.5,5.259,2.9167,2.9778,37.7884,27.5632,73.3584,27.5235,85.9048,24.0385,93.6289,23.9189,67.4111,41.0302,28.9347,90.9718,90.9892,0.0,0.0,0.0,0.0,49.462,30.2113,0.0,31.9368,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9156,2289.0,3.0083,4.38,3.4883,3.7328,4.5,5.2946,2.8859,2.9769,36.7017,27.3946,65.9771,27.3542,84.7505,23.806,97.5465,23.6875,67.753,39.8967,28.7696,93.0318,93.0497,0.0,0.0,0.0,0.0,49.971,27.1876,0.0,31.7728,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10385,2596.25,4.0438,2.1667,5.1227,3.0051,4.5,5.5,4.6974,2.9769,36.6991,31.5986,76.4608,31.5986,67.3879,28.3169,116.3716,28.2126,79.2572,33.9498,33.0498,93.0368,93.0548,0.0,0.0,0.0,0.0,0.0,10.2381,0.0,29.6723,0.0,81.277,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10386,2596.5,4.0825,2.3031,5.0733,3.1859,4.5,5.4639,4.6293,2.9768,36.6584,28.9942,76.4115,28.9556,88.7409,31.8109,119.8066,31.8109,61.1521,31.6419,30.7419,93.1135,93.1315,0.0,0.0,0.0,0.0,48.7216,10.2381,0.0,0.0,0.0,99.6921,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
3892,973.0,2.4952,4.1051,4.1125,3.3993,4.5,5.5,2.5054,2.99,22.6975,28.1716,89.5076,28.2395,85.067,22.0256,100.3719,21.9146,69.7291,31.0503,30.1503,118.3564,0.0,0.0,35.4422,0.0,0.0,50.2613,23.2962,0.0,30.6697,0.0,65.9679,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
3893,973.25,2.4106,4.0527,4.2331,3.4088,4.5,5.5,2.5939,2.99,22.6368,28.1181,89.5639,28.1857,85.0605,21.9602,100.3064,21.8495,69.7817,30.9947,30.0947,118.4617,0.0,0.0,35.379,0.0,0.0,50.2373,23.2962,0.0,30.6342,0.0,65.8003,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16637,4159.25,1.8097,4.616,4.1227,3.8061,4.5,5.3406,4.0253,2.9755,35.1655,29.9765,73.3453,29.9365,87.9272,29.5169,116.8793,29.5169,55.8073,32.4791,31.5791,95.9167,95.9355,0.0,0.0,0.0,0.0,49.6649,11.6347,0.0,0.0,0.0,75.8344,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16638,4159.5,1.8618,4.6855,4.0443,3.9355,4.5,5.2319,3.5105,2.9756,35.1978,30.0423,73.2669,30.0023,88.0381,29.569,116.9314,29.569,55.3966,32.5441,31.6441,95.8563,95.8751,0.0,0.0,0.0,0.0,49.6415,11.6347,0.0,0.0,0.0,75.7133,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
1594,398.5,4.43,1.2024,4.7937,4.0126,4.5,5.4568,2.9253,2.9909,26.0355,21.3828,87.9032,21.4376,83.4058,24.7646,101.6005,24.6439,67.5869,38.5616,23.105,112.5174,0.0,0.0,32.3019,0.0,0.0,47.5336,24.654,0.0,32.0928,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1595,398.75,4.4123,0.9906,4.9011,3.9525,4.5,5.4922,2.9001,2.9909,26.0211,21.1909,87.8991,21.2451,83.3143,24.748,101.5839,24.6273,67.5826,38.5447,22.9107,112.5428,0.0,0.0,32.1814,0.0,0.0,47.4775,24.654,0.0,32.0894,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
13515,3378.75,2.7146,4.8876,4.0626,3.1441,4.5,5.0512,2.4465,2.9774,37.2758,27.9116,72.5942,27.8713,85.5154,25.0757,103.5158,24.9556,68.1761,40.4781,29.2857,91.9456,91.9632,0.0,0.0,0.0,0.0,49.8438,23.2141,0.0,32.0142,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13516,3379.0,2.7903,4.7553,3.9766,3.2013,4.5,5.1064,2.5074,2.9774,37.2526,27.7668,69.4711,27.7263,85.0396,24.6272,100.7177,24.5075,67.9285,40.4513,29.1421,91.9896,92.0073,0.0,0.0,0.0,0.0,50.0136,25.2907,0.0,31.9571,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12644,3161.0,3.906,4.879,4.7635,3.3899,4.5,5.2433,3.5557,2.9781,38.1128,27.886,71.5885,27.8453,85.0383,32.755,117.4665,32.755,54.2032,42.1307,29.2617,90.3536,90.3708,0.0,0.0,0.0,0.0,50.0751,16.0857,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12645,3161.25,4.006,4.7461,4.6607,3.4039,4.5,5.1227,2.9913,2.9781,38.1655,27.7571,71.4856,27.7166,85.0162,32.8457,117.5572,32.8457,53.7517,42.2143,29.1324,90.2529,90.2701,0.0,0.0,0.0,0.0,50.0206,16.0857,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
12332,3083.0,1.2046,4.0173,3.1221,3.2181,4.5,5.5,3.6343,2.9898,21.8108,27.8661,89.9538,27.9322,85.4859,20.6397,95.8441,20.537,72.3831,30.6984,29.7984,119.8902,0.0,0.0,35.0069,0.0,0.0,49.8902,26.017,0.0,29.4174,0.0,58.5285,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12333,3083.25,1.1272,3.9473,3.2534,3.2694,4.5,5.5,3.8096,2.9897,21.7516,27.8009,90.0092,27.8666,85.5061,20.5809,95.7851,20.4786,72.497,30.6314,29.7314,119.9924,0.0,0.0,34.9364,0.0,0.0,49.8461,26.017,0.0,29.3622,0.0,58.4944,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2348,587.0,1.1146,3.454,3.5905,3.3484,4.5,5.5,3.526,2.9897,21.7684,27.4817,90.8174,27.5441,85.7252,20.9961,99.4163,20.8878,70.019,30.3146,29.4146,119.9634,0.0,0.0,34.2702,0.0,0.0,49.5661,23.2264,0.0,30.2688,0.0,62.0254,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2349,587.25,1.038,3.3962,3.7253,3.4125,4.5,5.5,3.5904,2.9897,21.7112,27.4258,90.8768,27.4878,85.7566,20.9338,99.354,20.8258,70.0547,30.2566,29.3566,120.0619,0.0,0.0,34.201,0.0,0.0,49.5205,23.2264,0.0,30.2387,0.0,61.921,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
12918,3229.5,2.0166,5.2425,4.5398,3.0175,4.5,5.5,4.0873,2.975,34.5398,29.3952,89.529,29.4666,85.7401,22.728,98.9563,22.622,72.8534,32.3117,31.4117,97.0827,97.1019,0.0,36.1259,0.0,0.0,50.5415,25.1678,0.0,29.9279,0.0,70.5403,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12919,3229.75,2.0079,5.1997,4.6564,3.0738,4.5,5.5,4.2533,2.975,34.5317,29.3612,89.5913,29.4323,85.7723,22.7266,98.9547,22.6209,72.9762,32.2775,31.3775,97.0979,97.117,0.0,36.0717,0.0,0.0,50.508,25.1678,0.0,29.8891,0.0,70.7477,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
14627,3656.75,2.0285,5.1102,3.6408,3.4054,4.5,5.5,3.6177,2.9755,35.1064,30.2727,72.9202,30.2312,86.2217,24.5281,107.9691,24.4195,73.3942,32.7581,31.8581,96.0271,96.0459,0.0,0.0,0.0,0.0,50.6836,17.8592,0.0,30.3168,0.0,71.4012,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14628,3657.0,2.049,5.1651,3.5631,3.4625,4.5,5.5,3.8133,2.975,34.5863,30.2039,71.477,30.1616,85.1427,22.257,96.3124,22.1473,70.5911,32.6735,31.7735,96.9962,97.0153,0.0,0.0,0.0,0.0,51.1855,26.9384,0.0,30.479,0.0,67.72,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
5967,1491.75,1.3773,3.2414,5.0218,3.0511,4.5,5.0138,2.8286,2.9763,35.9894,31.6478,75.354,31.6478,66.926,29.8271,116.3353,29.8271,58.367,33.9385,33.0385,94.3733,94.3917,0.0,0.0,0.0,0.0,0.0,13.2586,0.0,0.0,0.0,70.5102,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
5968,1492.0,1.4579,3.4283,4.9573,2.8105,4.5,4.933,2.5095,2.9756,35.2798,29.1765,75.3157,29.1396,91.0555,29.2207,115.4014,29.2207,58.565,31.7025,30.8025,95.703,95.7217,0.0,0.0,0.0,0.0,47.5626,13.8237,0.0,0.0,0.0,82.2779,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
9651,2412.75,3.6793,5.3254,3.6888,3.3081,4.5,5.5,3.6162,2.9758,35.5024,29.6599,89.3126,29.7329,85.9737,25.0884,106.4182,24.9725,70.3162,32.6398,31.7398,95.2867,95.3053,0.0,36.3954,0.0,0.0,50.5579,20.3202,0.0,31.4029,0.0,80.9963,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9652,2413.0,3.6643,5.3096,3.8097,3.3614,4.5,5.5,3.6651,2.9757,35.4041,29.6442,89.812,29.7155,86.0218,23.8466,100.1001,23.7271,67.2268,32.6142,31.7142,95.4707,95.4894,0.0,36.1067,0.0,0.0,50.5249,25.1529,0.0,31.9347,0.0,80.2152,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
13655,3413.75,2.0506,2.5826,4.656,3.0403,4.5,5.5,4.9304,2.9903,23.7584,30.2644,74.7235,30.2644,68.5659,28.8894,115.3755,28.8894,62.3006,32.5124,31.6124,116.5119,0.0,0.0,0.0,0.0,0.0,0.0,13.2974,0.0,0.0,0.0,61.9676,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13656,3414.0,2.0361,2.7466,4.5879,2.867,4.5,5.4684,4.7814,2.9902,23.5102,28.1978,74.4384,28.1589,87.6378,28.4557,113.2496,28.4557,59.8789,30.7028,29.8028,116.9444,0.0,0.0,0.0,0.0,0.0,48.885,15.9686,0.0,0.0,0.0,77.2017,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
16538,4134.5,3.7412,5.1437,4.3058,3.94,4.5,5.5,4.0691,2.9787,38.8104,28.2494,74.7568,28.2108,87.998,28.7728,113.5234,28.6628,76.9401,42.5554,29.616,89.0189,89.0357,0.0,0.0,0.0,0.0,48.7206,16.1184,0.0,30.5296,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16539,4134.75,3.8402,5.0145,4.2428,4.0845,4.5,5.5,4.3626,2.9787,38.863,28.1273,74.6939,28.0889,88.063,28.8717,113.6221,28.7619,77.1779,42.6391,29.4932,88.9181,88.9349,0.0,0.0,0.0,0.0,48.6207,16.1184,0.0,30.4875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
10414,2603.5,3.0888,4.6892,3.3999,3.9027,4.5,5.5,4.4921,2.9901,23.0037,28.7275,90.4919,28.7941,85.7402,22.6095,101.834,22.4991,70.6121,31.5947,30.6947,117.8251,0.0,0.0,35.1949,0.0,0.0,50.201,22.4661,0.0,30.5795,0.0,64.5951,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10415,2603.75,2.9998,4.634,3.5326,3.9237,4.5,5.5,4.5318,2.9901,22.9399,28.6712,90.5515,28.7375,85.7414,22.5384,101.7628,22.4282,70.6276,31.5361,30.6361,117.9359,0.0,0.0,35.1276,0.0,0.0,50.1716,22.4661,0.0,30.5533,0.0,64.4194,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
6115,1528.75,3.1164,1.2422,4.6688,3.315,4.5,5.0875,2.39,2.99,22.6836,26.8404,71.2286,26.8002,84.6475,22.0088,100.7689,21.8932,67.4237,29.3768,28.4768,118.3805,0.0,0.0,0.0,0.0,0.0,49.739,22.912,0.0,31.3483,0.0,81.5837,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
6116,1529.0,3.0151,1.3267,4.5636,3.3205,4.5,5.1323,2.4169,2.99,22.6408,26.8939,74.3879,26.8539,84.9085,22.1885,101.852,22.0746,68.4164,29.4247,28.5247,118.4547,0.0,0.0,0.0,0.0,0.0,49.6318,22.0397,0.0,31.1096,0.0,80.7711,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
14139,3534.75,3.1729,5.1187,4.3808,3.2689,4.5,5.4435,3.7773,2.9782,38.1877,28.2251,74.8497,28.1865,87.9913,27.9727,113.6892,27.8541,71.8334,41.7118,29.5915,90.2106,90.2277,0.0,0.0,0.0,0.0,48.7112,14.6879,0.0,31.7976,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
14140,3535.0,3.2674,4.9895,4.3181,3.4344,4.5,5.5,4.0226,2.9776,37.5725,28.0785,74.0495,28.0396,87.3922,26.5616,108.4087,26.4484,73.1407,40.9966,29.4466,91.3824,91.3999,0.0,0.0,0.0,0.0,48.9517,19.7491,0.0,31.0057,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
16976,4244.0,2.1949,2.2224,3.6917,2.9782,4.5,5.5,4.2943,2.9897,21.601,27.2958,68.7536,27.2553,84.7073,20.2969,95.8744,20.1854,67.7358,29.7555,28.8555,120.252,0.0,0.0,0.0,0.0,0.0,49.9425,25.7148,0.0,30.7493,0.0,67.4529,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16977,4244.25,2.0897,2.2689,3.5737,3.0007,4.5,5.5,4.1789,2.9897,21.5504,27.3204,68.6356,27.2799,84.7303,20.23,95.8075,20.1184,67.6296,29.776,28.876,120.3392,0.0,0.0,0.0,0.0,0.0,49.9433,25.7148,0.0,30.7611,0.0,66.637,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
9910,2477.5,1.7664,4.1483,4.6054,3.8354,4.5,5.1044,2.858,2.9758,35.4516,29.6652,75.4066,29.6262,88.8865,25.3416,112.1396,25.2235,69.4289,32.1808,31.2808,95.3818,95.4005,0.0,0.0,0.0,0.0,49.0005,12.8573,0.0,31.7326,0.0,78.8966,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
9911,2477.75,1.8042,4.2277,4.5475,4.0063,4.5,5.1761,2.9835,2.9758,35.4789,29.7364,75.3487,29.6974,89.0271,25.3855,112.1833,25.2674,69.5264,32.2503,31.3503,95.3307,95.3494,0.0,0.0,0.0,0.0,48.9638,12.8573,0.0,31.7172,0.0,78.6631,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
112,28.0,1.0408,4.2744,5.1806,3.2483,4.5,5.4873,4.7394,2.9764,36.1121,32.2827,76.4321,32.2827,67.8972,30.0367,118.1229,30.0367,61.0976,34.55,33.65,94.1427,94.161,0.0,0.0,0.0,0.0,0.0,10.0202,0.0,0.0,0.0,65.9349,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
113,28.25,1.1318,4.4493,5.1297,3.0369,4.5,5.4339,4.4883,2.9764,36.1757,32.424,76.3813,32.424,67.6859,30.1347,118.2209,30.1347,60.8965,34.6892,33.7892,94.0232,94.0415,0.0,0.0,0.0,0.0,0.0,10.0202,0.0,0.0,0.0,65.5342,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
659,164.75,4.365,3.3345,3.0766,4.2158,4.5,5.0389,2.0564,2.9907,25.4453,26.3979,67.9181,26.3584,85.0409,24.0429,99.8418,23.9215,66.4913,38.0818,27.7684,113.5576,0.0,0.0,0.0,0.0,0.0,49.3047,25.5357,0.0,32.1982,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
660,165.0,4.3274,3.2037,2.9568,4.2023,4.5,5.058,1.9928,2.9908,25.8673,23.0998,86.5093,23.1642,84.1509,24.7932,102.7131,24.6719,67.3255,38.4055,24.858,112.8142,0.0,0.0,34.2265,0.0,0.0,48.0735,23.6925,0.0,32.1746,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
8431,2107.75,4.3356,3.9881,3.6077,3.1998,4.5,5.5,4.3408,2.9908,25.5066,26.9929,70.9165,26.9522,84.0878,24.0236,97.2228,23.9141,72.4563,38.1203,28.3688,113.4497,0.0,0.0,0.0,0.0,0.0,50.1044,27.5998,0.0,30.4491,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
8432,2108.0,4.3007,3.8551,3.5094,3.1608,4.5,5.5,4.4709,2.9907,25.4842,26.8808,70.803,26.8405,84.5278,23.9636,97.8231,23.8499,70.2855,38.0911,28.2548,113.489,0.0,0.0,0.0,0.0,0.0,49.8215,27.0931,0.0,31.0819,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
12971,3242.75,3.6078,0.9591,5.1967,4.138,4.5,5.5,4.0561,2.9758,35.476,25.9535,91.3909,26.0113,87.2455,25.8533,109.6186,25.7447,74.7054,29.0255,28.1255,95.3361,95.3548,0.0,32.9862,0.0,0.0,47.9383,17.4464,0.0,30.3211,0.0,107.0453,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
12972,3243.0,3.5854,1.0283,5.3261,4.2644,4.5,5.5,4.2819,2.9761,35.819,27.7721,76.207,27.7344,88.645,26.9999,113.9829,26.893,76.7056,30.4166,29.5166,94.6932,94.7117,0.0,0.0,0.0,0.0,48.115,12.5009,0.0,30.0582,0.0,99.7998,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
13548,3387.0,3.8388,0.9462,5.233,3.7476,4.5,5.5,3.7323,2.9763,36.0242,27.7947,76.0655,27.7565,88.2004,27.1624,113.7949,27.055,76.6418,30.4535,29.5535,94.3081,94.3264,0.0,0.0,0.0,0.0,48.368,13.1453,0.0,30.1282,0.0,101.581,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
13549,3387.25,3.8419,1.0874,5.1756,3.9108,4.5,5.5,4.0342,2.9763,36.034,27.8956,76.008,27.8575,88.3446,27.1798,113.8121,27.0728,76.861,30.5499,29.6499,94.2896,94.3079,0.0,0.0,0.0,0.0,48.3447,13.1453,0.0,30.0658,0.0,100.9801,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
16691,4172.75,2.3842,4.3164,3.1785,3.8713,4.5,5.5,4.6906,2.976,35.6966,27.3557,68.5636,27.3158,85.3635,22.7067,94.6654,22.5995,72.3008,38.6624,28.7284,94.9228,94.9413,0.0,0.0,0.0,0.0,49.6353,28.526,0.0,30.0928,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
16692,4173.0,2.4242,4.1847,3.0632,3.8894,4.5,5.5,4.8075,2.9774,37.3266,27.2219,68.9135,27.1819,85.1741,30.2982,105.4464,30.2982,55.5539,40.7787,28.5948,91.8493,91.8669,0.0,0.0,0.0,0.0,49.6641,26.0155,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1923,480.75,0.7817,4.036,4.3218,3.9577,4.5,5.5,4.8599,2.9749,34.4294,28.3835,91.0343,28.4482,86.7668,27.8137,110.6155,27.8137,58.6748,31.2948,30.3948,97.2879,97.3071,0.0,34.6766,0.0,0.0,49.4947,18.5688,0.0,0.0,0.0,76.0589,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1924,481.0,0.8268,4.0145,4.4527,4.0417,4.5,5.416,4.4461,2.9752,34.815,28.4283,91.9839,28.4912,88.2682,28.3325,112.8532,28.3325,60.2461,31.3421,30.4421,96.5704,96.5894,0.0,34.1382,0.0,0.0,48.726,16.3535,0.0,0.0,0.0,79.4296,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0
